reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.01,31
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.025,35
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.05,40
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.1,47
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.15,53
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.2,58
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.25,61
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.3,64
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.35,67
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.4,69
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.45,73
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.5,75
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.55,79
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.6,85
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.65,91
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.7,97
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.75,102
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.8,109
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.85,115
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.9,124
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.95,138
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.975,160
2025-12-13,01,0,wk inc flu hosp,2025-12-13,quantile,0.99,186
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.01,30
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.025,38
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.05,44
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.1,50
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.15,54
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.2,60
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.25,69
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.3,74
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.35,78
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.4,89
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.45,98
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.5,102
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.55,106
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.6,114
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.65,120
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.7,130
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.75,142
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.8,153
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.85,166
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.9,187
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.95,217
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.975,236
2025-12-13,01,1,wk inc flu hosp,2025-12-20,quantile,0.99,272
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.01,29
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.025,34
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.05,42
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.1,53
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.15,63
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.2,70
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.25,80
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.3,88
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.35,97
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.4,112
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.45,122
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.5,126
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.55,135
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.6,146
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.65,158
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.7,173
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.75,190
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.8,204
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.85,221
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.9,260
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.95,308
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.975,341
2025-12-13,01,2,wk inc flu hosp,2025-12-27,quantile,0.99,413
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.01,21
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.025,29
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.05,35
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.1,47
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.15,60
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.2,71
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.25,85
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.3,97
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.35,107
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.4,124
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.45,136
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.5,142
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.55,152
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.6,159
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.65,170
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.7,193
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.75,214
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.8,239
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.85,278
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.9,323
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.95,405
2025-12-13,01,3,wk inc flu hosp,2026-01-03,quantile,0.975,442
