reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.01,1
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.025,1
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.05,1
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.1,2
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.15,2
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.2,2
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.25,3
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.3,3
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.35,3
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.4,3
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.45,3
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.5,4
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.55,4
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.6,4
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.65,5
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.7,5
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.75,5
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.8,6
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.85,6
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.9,7
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.95,8
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.975,10
4/25/2026,wk inc flu hosp,0,4/25/2026,45,quantile,0.99,11
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.01,1
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.025,1
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.05,1
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.1,1
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.15,2
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.2,2
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.25,2
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.3,2
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.35,2
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.4,3
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.45,3
4/25/2026,wk inc flu hosp,1,5/2/2026,45,quantile,0.5,3
