reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.01,35
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.025,41
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.05,47
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.1,55
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.15,61
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.2,66
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.25,71
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.3,75
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.35,80
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.4,84
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.45,89
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.5,94
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.55,99
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.6,104
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.65,110
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.7,116
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.75,124
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.8,133
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.85,144
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.9,159
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.95,185
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.975,211
2025-12-13,wk inc flu hosp,0,2025-12-13,45,quantile,0.99,246
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.01,70
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.025,81
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.05,93
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.1,108
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.15,119
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.2,129
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.25,139
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.3,148
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.35,156
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.4,165
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.45,174
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.5,184
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.55,193
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.6,204
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.65,215
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.7,228
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.75,243
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.8,260
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.85,282
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.9,312
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.95,362
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.975,413
2025-12-13,wk inc flu hosp,1,2025-12-20,45,quantile,0.99,480
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.01,120
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.025,139
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.05,159
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.1,185
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.15,204
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.2,221
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.25,237
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.3,253
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.35,267
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.4,282
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.45,298
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.5,314
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.55,330
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.6,348
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.65,368
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.7,390
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.75,414
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.8,444
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.85,481
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.9,533
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.95,619
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.975,705
2025-12-13,wk inc flu hosp,2,2025-12-27,45,quantile,0.99,820
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.01,143
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.025,167
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.05,190
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.1,221
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.15,245
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.2,265
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.25,284
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.3,303
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.35,320
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.4,338
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.45,357
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.5,376
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.55,396
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.6,417
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.65,441
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.7,467
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.75,496
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.8,532
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.85,576
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.9,638
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.95,741
2025-12-13,wk inc flu hosp,3,2026-01-03,45,quantile,0.975,844
