reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.01,137
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.025,160
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.05,182
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.1,212
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.15,234
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.2,254
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.25,272
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.3,290
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.35,307
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.4,324
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.45,342
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.5,360
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.55,379
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.6,400
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.65,422
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.7,447
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.75,476
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.8,510
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.85,553
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.9,611
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.95,711
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.975,809
2026-01-24,wk inc flu hosp,0,2026-01-24,45,quantile,0.99,942
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.01,134
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.025,156
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.05,178
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.1,207
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.15,229
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.2,248
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.25,266
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.3,283
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.35,300
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.4,317
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.45,334
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.5,352
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.55,371
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.6,391
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.65,413
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.7,437
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.75,465
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.8,499
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.85,540
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.9,598
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.95,695
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.975,792
2026-01-24,wk inc flu hosp,1,2026-01-31,45,quantile,0.99,921
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.01,95
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.025,110
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.05,126
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.1,146
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.15,162
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.2,176
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.25,188
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.3,200
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.35,212
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.4,224
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.45,236
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.5,249
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.55,262
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.6,276
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.65,292
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.7,309
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.75,329
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.8,353
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.85,382
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.9,423
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.95,492
2026-01-24,wk inc flu hosp,2,2026-02-07,45,quantile,0.975,560
