reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.01,214
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.025,248
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.05,282
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.1,326
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.15,360
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.2,389
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.25,416
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.3,442
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.35,467
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.4,493
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.45,519
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.5,546
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.55,574
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.6,604
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.65,637
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.7,674
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.75,716
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.8,766
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.85,828
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.9,914
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.95,1057
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.975,1200
2025-12-27,wk inc flu hosp,0,2025-12-27,45,quantile,0.99,1390
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.01,252
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.025,292
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.05,331
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.1,383
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.15,423
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.2,457
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.25,489
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.3,520
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.35,549
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.4,579
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.45,610
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.5,642
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.55,675
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.6,710
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.65,749
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.7,792
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.75,841
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.8,900
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.85,973
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.9,1074
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.95,1243
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.975,1410
2025-12-27,wk inc flu hosp,1,2026-01-03,45,quantile,0.99,1634
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.01,250
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.025,289
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.05,329
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.1,380
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.15,420
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.2,454
2025-12-27,wk inc flu hosp,2,2026-01-10,45,quantile,0.25,486
