reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.01,3
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.025,3
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.05,4
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.1,5
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.15,5
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.2,6
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.25,6
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.3,7
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.35,7
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.4,8
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.45,8
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.5,9
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.55,9
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.6,10
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.65,11
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.7,11
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.75,12
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.8,13
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.85,14
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.9,16
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.95,18
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.975,21
4/18/2026,wk inc flu hosp,0,4/18/2026,45,quantile,0.99,25
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.01,3
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.025,4
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.05,4
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.1,5
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.15,6
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.2,6
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.25,7
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.3,7
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.35,8
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.4,8
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.45,9
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.5,9
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.55,10
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.6,10
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.65,11
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.7,12
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.75,13
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.8,14
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.85,15
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.9,16
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.95,19
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.975,22
4/18/2026,wk inc flu hosp,1,4/25/2026,45,quantile,0.99,26
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.01,2
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.025,3
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.05,3
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.1,4
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.15,5
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.2,5
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.25,6
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.3,6
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.35,6
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.4,7
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.45,7
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.5,8
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.55,8
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.6,9
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.65,9
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.7,10
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.75,10
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.8,11
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.85,12
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.9,14
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.95,16
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.975,18
4/18/2026,wk inc flu hosp,2,5/2/2026,45,quantile,0.99,22
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.01,2
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.025,2
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.05,3
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.1,3
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.15,4
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.2,4
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.25,5
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.3,5
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.35,6
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.4,6
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.45,6
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.5,7
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.55,7
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.6,7
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.65,8
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.7,8
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.75,9
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.8,10
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.85,11
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.9,12
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.95,14
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.975,16
4/18/2026,wk inc flu hosp,3,5/9/2026,45,quantile,0.99,19
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.01,1149
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.025,1212
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.05,1270
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.1,1339
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.15,1388
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.2,1429
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.25,1464
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.3,1497
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.35,1528
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.4,1557
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.45,1587
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.5,1616
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.55,1646
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.6,1678
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.65,1710
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.7,1746
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.75,1785
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.8,1829
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.85,1882
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.9,1951
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.95,2058
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.975,2155
4/18/2026,wk inc flu hosp,0,4/18/2026,US,quantile,0.99,2274
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.01,1035
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.025,1092
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.05,1144
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.1,1206
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.15,1250
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.2,1287
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.25,1319
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.3,1348
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.35,1376
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.4,1403
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.45,1429
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.5,1456
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.55,1483
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.6,1511
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.65,1540
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.7,1572
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.75,1607
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.8,1647
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.85,1695
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.9,1757
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.95,1853
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.975,1941
4/18/2026,wk inc flu hosp,1,4/25/2026,US,quantile,0.99,2048
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.01,868
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.025,916
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.05,959
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.1,1012
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.15,1049
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.2,1079
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.25,1106
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.3,1131
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.35,1154
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.4,1177
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.45,1199
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.5,1221
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.55,1244
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.6,1267
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.65,1292
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.7,1319
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.75,1348
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.8,1382
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.85,1422
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.9,1474
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.95,1555
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.975,1628
4/18/2026,wk inc flu hosp,2,5/2/2026,US,quantile,0.99,1718
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.01,779
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.025,822
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.05,861
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.1,908
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.15,941
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.2,969
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.25,993
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.3,1015
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.35,1036
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.4,1056
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.45,1076
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.5,1096
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.55,1116
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.6,1138
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.65,1160
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.7,1184
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.75,1210
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.8,1240
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.85,1276
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.9,1323
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.95,1395
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.975,1461
4/18/2026,wk inc flu hosp,3,5/9/2026,US,quantile,0.99,1542
