reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.01,53
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.025,62
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.05,70
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.1,82
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.15,90
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.2,98
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.25,105
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.3,112
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.35,119
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.4,125
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.45,132
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.5,139
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.55,146
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.6,154
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.65,163
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.7,173
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.75,184
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.8,197
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.85,213
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.9,236
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.95,274
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.975,312
3/7/2026,wk inc flu hosp,0,3/7/2026,45,quantile,0.99,363
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.01,46
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.025,53
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.05,61
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.1,71
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.15,78
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.2,85
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.25,91
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.3,97
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.35,102
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.4,108
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.45,114
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.5,120
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.55,127
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.6,133
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.65,141
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.7,149
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.75,159
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.8,170
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.85,184
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.9,204
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.95,237
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.975,270
3/7/2026,wk inc flu hosp,1,3/14/2026,45,quantile,0.99,314
3/7/2026,wk inc flu hosp,2,3/21/2026,45,quantile,0.01,39
