reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.01,3
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.025,4
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.05,5
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.1,6
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.15,7
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.2,7
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.25,8
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.3,8
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.35,9
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.4,9
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.45,10
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.5,11
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.55,11
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.6,12
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.65,13
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.7,13
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.75,14
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.8,15
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.85,17
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.9,19
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.95,22
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.975,25
4/11/2026,wk inc flu hosp,0,4/11/2026,45,quantile,0.99,29
4/11/2026,wk inc flu hosp,1,4/18/2026,45,quantile,0.01,3
4/11/2026,wk inc flu hosp,1,4/18/2026,45,quantile,0.025,3
4/11/2026,wk inc flu hosp,1,4/18/2026,45,quantile,0.05,4
