reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.01,6
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.025,7
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.05,8
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.1,9
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.15,10
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.2,11
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.25,12
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.3,13
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.35,14
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.4,15
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.45,16
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.5,17
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.55,18
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.6,19
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.65,20
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.7,21
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.75,22
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.8,24
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.85,26
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.9,29
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.95,34
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.975,39
2025-11-22,wk inc flu hosp,0,2025-11-22,45,quantile,0.99,45
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.01,5
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.025,6
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.05,7
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.1,8
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.15,9
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.2,10
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.25,10
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.3,11
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.35,12
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.4,12
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.45,13
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.5,14
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.55,15
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.6,16
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.65,16
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.7,18
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.75,19
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.8,20
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.85,22
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.9,24
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.95,28
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.975,33
2025-11-22,wk inc flu hosp,1,2025-11-29,45,quantile,0.99,38
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.01,7
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.025,8
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.05,9
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.1,11
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.15,12
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.2,14
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.25,15
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.3,16
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.35,17
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.4,18
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.45,19
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.5,20
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.55,21
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.6,22
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.65,23
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.7,25
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.75,26
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.8,28
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.85,31
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.9,34
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.95,40
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.975,45
2025-11-22,wk inc flu hosp,2,2025-12-06,45,quantile,0.99,53
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.01,9
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.025,10
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.05,12
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.1,14
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.15,16
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.2,17
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.25,18
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.3,20
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.35,21
2025-11-22,wk inc flu hosp,3,2025-12-13,45,quantile,0.4,22
