reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.01,53
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.025,62
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.05,71
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.1,82
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.15,91
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.2,99
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.25,106
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.3,113
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.35,120
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.4,126
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.45,133
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.5,140
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.55,148
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.6,156
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.65,165
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.7,174
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.75,185
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.8,199
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.85,215
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.9,238
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.95,277
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.975,315
2/21/2026,wk inc flu hosp,0,2/21/2026,45,quantile,0.99,367
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.01,36
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.025,42
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.05,47
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.1,55
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.15,61
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.2,66
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.25,71
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.3,76
2/21/2026,wk inc flu hosp,1,2/28/2026,45,quantile,0.35,80
